desvio_valor_signed,desvio_valor_abs,desvio_valor_pct,diff_vencimento_dias,cnpj_divergente,banco_divergente,reputacao_score,historico_fraude,dias_desde_abertura,label
-1897.94,1897.94,0.368294,81,0,0,0,3,1701,fraude
-244.07,244.07,0.17947,4,0,0,10,1,39,fraude
0.0,0.0,0.0,9,0,0,88,3,3229,fraude
-17.54,17.54,0.0024,50,0,0,30,0,111,fraude
-50.68,50.68,0.896991,1,0,0,90,0,2849,fraude
0.0,0.0,0.0,0,0,0,30,0,111,seguro
-1.32,1.32,0.000168,6,0,0,5,3,518,fraude
46.82,46.82,0.009085,0,0,0,85,0,975,suspeito
0.0,0.0,0.0,1,0,0,40,3,78,fraude
0.0,0.0,0.0,1,0,0,100,1,5167,seguro
-1358.97,1358.97,0.175461,21,0,0,30,0,111,fraude
0.0,0.0,0.0,9,0,0,95,0,2295,seguro
12.49,12.49,0.00237,0,1,0,95,0,2295,fraude
0.0,0.0,0.0,1,0,0,88,3,3229,suspeito
0.0,0.0,0.0,0,0,0,5,3,518,fraude
9774.03,9774.03,1.564906,0,1,0,90,0,2849,fraude
25510.79,25510.79,4.695543,0,0,0,88,3,3229,fraude
0.0,0.0,0.0,34,0,0,88,3,3229,fraude
-4276.02,4276.02,0.737242,9,0,0,88,3,3229,fraude
-0.4,0.4,6e-05,5,0,0,0,3,1701,fraude
0.0,0.0,0.0,0,0,0,10,1,39,fraude
0.12,0.12,6.8e-05,1,0,0,10,1,39,fraude
-45.22,45.22,0.037372,0,0,0,88,3,3229,fraude
-543.28,543.28,0.49244,1,0,0,85,0,975,fraude
0.13,0.13,2.2e-05,78,1,0,5,3,518,fraude
-43.31,43.31,0.006176,0,0,0,30,0,111,fraude
2.56,2.56,0.0006,9,0,1,10,1,39,fraude
-11.69,11.69,0.036402,10,0,0,90,0,2849,fraude
-589.49,589.49,0.727245,0,1,0,30,0,111,fraude
0.0,0.0,0.0,44,0,0,30,0,111,suspeito
0.0,0.0,0.0,0,0,1,30,0,111,suspeito
0.0,0.0,0.0,0,0,0,40,3,78,fraude
-1910.44,1910.44,0.205764,0,0,0,30,0,111,fraude
0.0,0.0,0.0,1,0,0,95,0,2295,seguro
20007.75,20007.75,2.223666,7,0,0,30,0,111,fraude
0.0,0.0,0.0,13,0,0,90,0,2849,suspeito
4248.89,4248.89,1.323205,0,0,1,10,1,39,fraude
0.0,0.0,0.0,0,1,0,95,0,2295,suspeito
-42.39,42.39,0.005084,0,0,0,40,3,78,fraude
0.51,0.51,6e-05,0,0,0,5,3,518,fraude
-1595.27,1595.27,0.742566,0,1,0,0,3,1701,fraude
396.09,396.09,0.146918,1,0,0,40,3,78,fraude
-21.44,21.44,0.006901,0,0,0,100,1,5167,fraude
34.83,34.83,0.004363,0,0,1,0,3,1701,fraude
0.0,0.0,0.0,6,0,0,5,3,518,fraude
-0.06,0.06,6e-06,0,0,0,85,0,975,seguro
0.0,0.0,0.0,0,0,0,10,1,39,fraude
-14.49,14.49,0.001488,1,0,0,90,0,2849,suspeito
-0.17,0.17,0.000174,0,0,0,88,3,3229,suspeito
0.0,0.0,0.0,0,0,0,88,3,3229,suspeito
-28.09,28.09,0.005768,0,0,0,95,0,2295,suspeito
0.0,0.0,0.0,0,0,0,40,3,78,fraude
0.0,0.0,0.0,4,0,0,90,0,2849,seguro
0.0,0.0,0.0,0,1,0,10,1,39,fraude
-2440.91,2440.91,0.361763,0,0,0,90,0,2849,fraude
108.2,108.2,0.272099,0,0,0,5,3,518,fraude
-1546.2,1546.2,0.266624,0,0,0,95,0,2295,fraude
-25.53,25.53,0.004113,1,1,0,85,0,975,fraude
0.0,0.0,0.0,8,0,0,100,1,5167,suspeito
39.78,39.78,0.006084,1,0,1,30,0,111,fraude
-30.12,30.12,0.009191,1,0,0,95,0,2295,suspeito
12.09,12.09,0.004325,1,0,0,90,0,2849,suspeito
0.0,0.0,0.0,0,0,0,100,1,5167,seguro
-21.16,21.16,0.011283,0,1,0,85,0,975,fraude
-0.55,0.55,8.7e-05,0,0,0,40,3,78,fraude
-307.57,307.57,0.557546,1,0,1,85,0,975,fraude
-0.15,0.15,1.6e-05,1,0,0,85,0,975,seguro
0.0,0.0,0.0,5,0,0,90,0,2849,seguro
-0.05,0.05,3.8e-05,1,0,0,88,3,3229,suspeito
-1090.49,1090.49,0.834729,0,0,0,40,3,78,fraude
0.0,0.0,0.0,1,1,1,30,0,111,fraude
-7244.25,7244.25,0.809475,1,0,0,88,3,3229,fraude
0.0,0.0,0.0,0,0,0,30,0,111,seguro
25492.77,25492.77,2.915959,3,0,0,10,1,39,fraude
0.0,0.0,0.0,1,1,0,88,3,3229,fraude
43.77,43.77,0.006234,0,0,0,90,0,2849,suspeito
0.0,0.0,0.0,0,0,0,100,1,5167,seguro
-27.53,27.53,0.005722,0,1,0,95,0,2295,fraude
-1432.69,1432.69,0.478861,0,0,0,5,3,518,fraude
-4496.59,4496.59,0.730476,1,0,0,30,0,111,fraude
17.53,17.53,0.002497,46,1,0,0,3,1701,fraude
-2694.66,2694.66,0.276289,13,0,0,0,3,1701,fraude
16.58,16.58,0.003,1,0,0,10,1,39,fraude
0.0,0.0,0.0,0,0,0,95,0,2295,seguro
0.0,0.0,0.0,1,0,0,0,3,1701,fraude
-0.73,0.73,0.000159,0,0,0,10,1,39,fraude
0.0,0.0,0.0,0,0,0,85,0,975,seguro
-11.53,11.53,0.001854,0,0,1,30,0,111,fraude
0.0,0.0,0.0,1,0,0,90,0,2849,seguro
-0.59,0.59,0.000379,0,0,0,95,0,2295,seguro
-41.6,41.6,0.008677,6,0,0,10,1,39,fraude
0.0,0.0,0.0,0,0,0,5,3,518,fraude
-63.28,63.28,0.409818,7,1,0,100,1,5167,fraude
0.0,0.0,0.0,1,0,0,100,1,5167,seguro
0.0,0.0,0.0,0,1,0,85,0,975,suspeito
0.0,0.0,0.0,0,1,0,90,0,2849,suspeito
-0.95,0.95,0.000158,0,0,0,40,3,78,fraude
0.0,0.0,0.0,6,0,0,40,3,78,fraude
-1.6,1.6,0.000424,0,0,0,40,3,78,fraude
0.0,0.0,0.0,0,0,0,95,0,2295,seguro
0.0,0.0,0.0,1,0,0,90,0,2849,seguro
1411.24,1411.24,0.251969,0,1,0,0,3,1701,fraude
-23.26,23.26,0.006969,0,0,0,30,0,111,fraude
-9.14,9.14,0.001206,0,0,0,5,3,518,fraude
0.0,0.0,0.0,2,0,1,0,3,1701,fraude
104.09,104.09,0.383997,15,0,0,30,0,111,fraude
-11.18,11.18,0.020065,1,1,0,0,3,1701,fraude
-42.34,42.34,0.006725,0,0,0,85,0,975,suspeito
3772.99,3772.99,0.914387,3,0,0,30,0,111,fraude
-6505.76,6505.76,0.780583,0,0,0,30,0,111,fraude
0.0,0.0,0.0,1,0,0,40,3,78,fraude
-1295.95,1295.95,0.795339,34,0,0,88,3,3229,fraude
-1893.63,1893.63,0.320371,0,0,0,40,3,78,fraude
-206.36,206.36,0.27959,0,1,0,85,0,975,fraude
30.9,30.9,0.003876,0,1,0,0,3,1701,fraude
-9.95,9.95,0.015162,0,0,0,100,1,5167,suspeito
0.0,0.0,0.0,0,1,0,85,0,975,suspeito
0.0,0.0,0.0,0,0,0,30,0,111,seguro
-40.7,40.7,0.004567,0,0,0,85,0,975,suspeito
0.0,0.0,0.0,0,0,0,30,0,111,suspeito
-5.0,5.0,0.001165,0,0,0,100,1,5167,suspeito
0.0,0.0,0.0,0,0,0,90,0,2849,seguro
0.0,0.0,0.0,0,0,0,5,3,518,fraude
-5948.71,5948.71,0.735608,0,0,0,90,0,2849,fraude
0.0,0.0,0.0,51,0,0,0,3,1701,fraude
38.24,38.24,0.015745,0,0,0,100,1,5167,suspeito
0.0,0.0,0.0,8,0,0,40,3,78,fraude
-36.74,36.74,0.027202,1,0,0,40,3,78,fraude
-20.52,20.52,0.006479,0,0,0,10,1,39,fraude
16.86,16.86,0.002041,7,0,0,88,3,3229,fraude
0.0,0.0,0.0,3,0,0,0,3,1701,fraude
-4305.28,4305.28,0.785357,5,1,0,5,3,518,fraude
-12.33,12.33,0.021076,0,0,1,0,3,1701,fraude
-0.09,0.09,0.00089,1,0,0,10,1,39,fraude
0.0,0.0,0.0,1,0,0,10,1,39,fraude
-16.05,16.05,0.00256,2,0,0,90,0,2849,fraude
0.0,0.0,0.0,1,0,0,5,3,518,fraude
37027.76,37027.76,4.66287,23,0,0,95,0,2295,fraude
-16.01,16.01,0.011153,0,1,0,88,3,3229,fraude
0.0,0.0,0.0,0,0,0,85,0,975,seguro
10118.86,10118.86,1.851454,0,0,0,90,0,2849,fraude
0.0,0.0,0.0,0,0,1,10,1,39,fraude
-21.34,21.34,0.00321,0,0,0,100,1,5167,fraude
-0.46,0.46,7.1e-05,0,0,0,85,0,975,seguro
0.0,0.0,0.0,0,0,0,40,3,78,fraude
0.0,0.0,0.0,0,0,0,0,3,1701,fraude
-4789.85,4789.85,0.652395,0,0,0,10,1,39,fraude
35.84,35.84,0.046162,0,0,0,85,0,975,suspeito
0.0,0.0,0.0,0,0,0,85,0,975,seguro
-5439.95,5439.95,0.790597,7,1,0,100,1,5167,fraude
-14.69,14.69,0.004532,5,0,0,88,3,3229,fraude
-1608.66,1608.66,0.299571,65,0,0,100,1,5167,fraude
0.0,0.0,0.0,0,1,0,88,3,3229,fraude
-6501.22,6501.22,0.665012,0,0,0,10,1,39,fraude
-7.07,7.07,0.005572,0,0,0,88,3,3229,fraude
0.0,0.0,0.0,0,0,0,90,0,2849,seguro
-38.7,38.7,0.213071,52,1,0,10,1,39,fraude
0.0,0.0,0.0,0,0,0,40,3,78,fraude
0.0,0.0,0.0,0,0,0,95,0,2295,seguro
0.0,0.0,0.0,0,1,0,0,3,1701,fraude
0.0,0.0,0.0,88,0,0,5,3,518,fraude
-41.63,41.63,0.005885,0,0,0,0,3,1701,fraude
0.0,0.0,0.0,32,0,0,95,0,2295,seguro
-4696.66,4696.66,0.508047,1,0,0,85,0,975,fraude
0.0,0.0,0.0,0,0,0,100,1,5167,seguro
-38.21,38.21,0.006492,1,0,0,88,3,3229,fraude
0.0,0.0,0.0,1,1,0,85,0,975,suspeito
18.66,18.66,0.002184,0,0,0,30,0,111,fraude
0.0,0.0,0.0,0,1,0,88,3,3229,fraude
-29.5,29.5,0.025446,1,0,0,30,0,111,fraude
0.0,0.0,0.0,26,0,0,30,0,111,suspeito
30.27,30.27,0.003179,2,0,0,90,0,2849,suspeito
-0.35,0.35,3.8e-05,62,0,0,5,3,518,fraude
40.78,40.78,0.00714,0,0,0,95,0,2295,suspeito
0.0,0.0,0.0,0,1,0,100,1,5167,fraude
-0.67,0.67,0.001196,0,0,0,30,0,111,suspeito
0.0,0.0,0.0,1,0,1,0,3,1701,fraude
7878.87,7878.87,3.582102,23,0,0,90,0,2849,fraude
-26.04,26.04,0.003817,0,1,1,88,3,3229,fraude
-42.12,42.12,0.017112,1,0,0,40,3,78,fraude
-0.31,0.31,3.6e-05,15,0,0,85,0,975,suspeito
-1800.63,1800.63,0.543662,0,0,0,85,0,975,fraude
-1313.86,1313.86,0.168895,0,0,0,100,1,5167,fraude
0.0,0.0,0.0,0,0,0,100,1,5167,seguro
-0.94,0.94,0.000141,1,0,0,5,3,518,fraude
6.94,6.94,0.012056,0,0,0,85,0,975,seguro
-3761.12,3761.12,0.527344,0,1,0,5,3,518,fraude
-31.55,31.55,0.016092,1,0,0,10,1,39,fraude
0.0,0.0,0.0,3,0,0,5,3,518,fraude
-968.35,968.35,0.128906,0,0,0,10,1,39,fraude
0.34,0.34,0.000819,15,0,0,10,1,39,fraude
-17.53,17.53,0.005345,0,0,0,88,3,3229,fraude
-516.76,516.76,0.112453,0,0,0,0,3,1701,fraude
0.0,0.0,0.0,0,1,0,5,3,518,fraude
0.0,0.0,0.0,1,0,0,85,0,975,seguro
0.0,0.0,0.0,0,0,1,85,0,975,seguro
-15.21,15.21,0.001792,0,0,0,90,0,2849,suspeito
0.0,0.0,0.0,0,0,0,88,3,3229,suspeito
-26.22,26.22,0.003075,0,1,0,95,0,2295,fraude
0.0,0.0,0.0,1,0,0,100,1,5167,seguro
-2407.61,2407.61,0.588106,6,0,0,0,3,1701,fraude
-20.72,20.72,0.004326,0,0,0,5,3,518,fraude
21291.54,21291.54,2.254294,0,0,0,5,3,518,fraude
0.0,0.0,0.0,89,0,0,40,3,78,fraude
-513.84,513.84,0.131406,86,0,0,90,0,2849,fraude
-945.4,945.4,0.257892,0,0,0,5,3,518,fraude
0.0,0.0,0.0,0,0,0,100,1,5167,seguro
-0.24,0.24,7e-05,1,0,0,88,3,3229,fraude
20.29,20.29,0.006156,1,0,0,0,3,1701,fraude
0.0,0.0,0.0,0,0,0,5,3,518,fraude
-33.57,33.57,0.021521,0,0,0,10,1,39,fraude
-350.29,350.29,0.134659,8,0,0,40,3,78,fraude
0.0,0.0,0.0,0,0,0,88,3,3229,suspeito
-43.32,43.32,0.005714,58,1,1,90,0,2849,fraude
-3.68,3.68,0.000445,46,0,0,5,3,518,fraude
0.0,0.0,0.0,0,1,0,100,1,5167,fraude
0.0,0.0,0.0,0,0,1,40,3,78,fraude
0.0,0.0,0.0,0,0,0,5,3,518,fraude
0.0,0.0,0.0,0,1,1,30,0,111,fraude
0.0,0.0,0.0,0,0,0,100,1,5167,seguro
-0.53,0.53,5.9e-05,0,0,0,88,3,3229,suspeito
0.94,0.94,0.00012,0,0,1,30,0,111,suspeito
-14.84,14.84,0.010088,0,0,0,100,1,5167,fraude
0.0,0.0,0.0,0,0,0,95,0,2295,seguro
-45.57,45.57,0.013474,0,0,0,10,1,39,fraude
-47.18,47.18,0.008243,4,0,0,40,3,78,fraude
10309.73,10309.73,1.187975,9,0,0,40,3,78,fraude
-80.25,80.25,0.128499,0,1,0,100,1,5167,fraude
9.35,9.35,0.002499,0,0,0,85,0,975,seguro
-40.04,40.04,0.011805,0,0,0,88,3,3229,fraude
-0.96,0.96,0.000187,1,0,0,40,3,78,fraude
-36.18,36.18,0.004165,0,1,0,85,0,975,fraude
12009.39,12009.39,1.24205,0,0,0,88,3,3229,fraude
0.0,0.0,0.0,0,0,0,0,3,1701,fraude
3.35,3.35,0.002338,59,1,0,88,3,3229,fraude
-0.58,0.58,0.00014,77,0,1,40,3,78,fraude
0.0,0.0,0.0,1,0,0,40,3,78,fraude
0.22,0.22,2.6e-05,0,0,1,10,1,39,fraude
-253.27,253.27,0.098275,1,0,0,40,3,78,fraude
-7.83,7.83,0.063375,9,0,0,5,3,518,fraude
-5929.88,5929.88,0.761374,0,0,0,0,3,1701,fraude
24799.07,24799.07,3.890331,0,0,0,95,0,2295,suspeito
-0.72,0.72,0.000242,1,0,0,95,0,2295,seguro
-23.44,23.44,0.004104,0,0,0,100,1,5167,fraude
-26.42,26.42,0.004623,0,0,0,100,1,5167,fraude
0.0,0.0,0.0,1,1,0,85,0,975,suspeito
0.0,0.0,0.0,3,0,0,10,1,39,fraude
-32.67,32.67,0.003912,0,0,1,30,0,111,fraude
-7.54,7.54,0.002546,1,0,0,95,0,2295,suspeito
0.52,0.52,8.9e-05,1,0,0,10,1,39,fraude
0.0,0.0,0.0,0,1,0,90,0,2849,suspeito
0.0,0.0,0.0,0,0,0,5,3,518,fraude
0.0,0.0,0.0,1,0,0,95,0,2295,seguro
-33.06,33.06,0.004184,84,0,0,95,0,2295,fraude
0.0,0.0,0.0,4,0,1,95,0,2295,suspeito
0.0,0.0,0.0,1,0,0,95,0,2295,seguro
0.0,0.0,0.0,79,0,0,5,3,518,fraude
-33.45,33.45,0.00933,1,0,0,100,1,5167,fraude
0.0,0.0,0.0,1,0,0,30,0,111,seguro
25.55,25.55,0.002937,1,1,0,100,1,5167,fraude
0.0,0.0,0.0,72,1,0,40,3,78,fraude
-0.35,0.35,4.1e-05,0,1,0,88,3,3229,fraude
-0.94,0.94,0.000486,0,1,0,90,0,2849,suspeito
5621.68,5621.68,2.717901,0,0,0,10,1,39,fraude
-11.09,11.09,0.001493,0,1,0,88,3,3229,fraude
-4.79,4.79,0.00063,0,0,0,0,3,1701,fraude
41.89,41.89,0.005353,0,0,0,100,1,5167,suspeito
0.0,0.0,0.0,12,0,0,90,0,2849,seguro
0.0,0.0,0.0,33,0,0,5,3,518,fraude
-1349.39,1349.39,0.524824,0,0,0,30,0,111,fraude
0.0,0.0,0.0,1,0,0,30,0,111,seguro
-10.32,10.32,0.001883,0,0,1,90,0,2849,fraude
-0.79,0.79,0.000724,0,1,0,40,3,78,fraude
-5.25,5.25,0.000624,0,0,0,90,0,2849,suspeito
-14.04,14.04,0.002052,0,0,0,90,0,2849,suspeito
6858.32,6858.32,0.823101,1,0,0,95,0,2295,fraude
-1682.14,1682.14,0.739418,0,0,0,95,0,2295,fraude
0.0,0.0,0.0,0,0,0,95,0,2295,seguro
0.0,0.0,0.0,87,0,0,90,0,2849,seguro
0.0,0.0,0.0,1,1,0,5,3,518,fraude
0.0,0.0,0.0,0,0,0,95,0,2295,seguro
8714.24,8714.24,1.061962,0,0,0,90,0,2849,suspeito
6755.49,6755.49,4.823042,0,0,0,100,1,5167,fraude
0.0,0.0,0.0,0,0,0,95,0,2295,seguro
-2534.39,2534.39,0.256973,0,1,0,40,3,78,fraude
0.0,0.0,0.0,0,1,0,85,0,975,suspeito
0.0,0.0,0.0,0,0,0,10,1,39,fraude
-44.44,44.44,0.005573,0,0,0,10,1,39,fraude
-14.58,14.58,0.043319,0,0,0,88,3,3229,fraude
8528.31,8528.31,0.966308,1,0,0,88,3,3229,fraude
0.0,0.0,0.0,0,0,0,95,0,2295,seguro
5254.5,5254.5,1.925826,0,0,0,95,0,2295,suspeito
-1594.73,1594.73,0.608655,0,0,0,100,1,5167,fraude
8716.09,8716.09,2.408099,0,0,0,5,3,518,fraude
31.32,31.32,0.005254,0,0,0,88,3,3229,fraude
0.93,0.93,0.0002,1,0,0,10,1,39,fraude
0.0,0.0,0.0,0,0,0,40,3,78,fraude
0.0,0.0,0.0,0,0,0,85,0,975,seguro
0.0,0.0,0.0,1,0,0,85,0,975,seguro
0.0,0.0,0.0,0,1,0,100,1,5167,fraude
34.55,34.55,0.008804,0,0,0,88,3,3229,fraude
0.0,0.0,0.0,0,0,0,5,3,518,fraude
2.54,2.54,0.00039,0,0,0,95,0,2295,seguro
-2807.64,2807.64,0.364211,79,0,1,10,1,39,fraude
0.0,0.0,0.0,3,0,0,88,3,3229,fraude
777.23,777.23,0.265534,0,0,0,100,1,5167,fraude
0.0,0.0,0.0,29,0,1,40,3,78,fraude
11.3,11.3,0.008695,0,0,0,85,0,975,suspeito
-38.36,38.36,0.043407,1,0,1,0,3,1701,fraude
20569.77,20569.77,2.51239,0,0,0,10,1,39,fraude
0.0,0.0,0.0,0,0,0,85,0,975,seguro
-0.11,0.11,0.000131,0,0,0,88,3,3229,suspeito
0.0,0.0,0.0,1,0,0,30,0,111,suspeito
0.0,0.0,0.0,0,0,0,40,3,78,fraude
0.0,0.0,0.0,0,0,0,30,0,111,seguro
17.71,17.71,0.00302,7,0,0,90,0,2849,fraude
0.0,0.0,0.0,6,0,0,10,1,39,fraude
-701.05,701.05,0.288913,0,0,0,5,3,518,fraude
0.0,0.0,0.0,0,0,0,5,3,518,fraude
0.28,0.28,0.000149,1,1,0,30,0,111,fraude
-11.04,11.04,0.003228,1,1,0,40,3,78,fraude
0.0,0.0,0.0,1,0,0,5,3,518,fraude
0.0,0.0,0.0,0,0,0,88,3,3229,suspeito
0.0,0.0,0.0,1,0,0,90,0,2849,seguro
0.0,0.0,0.0,0,0,0,95,0,2295,seguro
0.0,0.0,0.0,0,0,0,40,3,78,fraude
-32.28,32.28,0.010186,1,1,0,5,3,518,fraude
0.0,0.0,0.0,0,0,0,95,0,2295,seguro
3596.72,3596.72,0.884567,1,0,0,10,1,39,fraude
0.0,0.0,0.0,1,0,0,88,3,3229,suspeito
-452.83,452.83,0.061923,0,0,0,85,0,975,fraude
0.0,0.0,0.0,1,1,0,100,1,5167,fraude
-17.25,17.25,0.001954,1,0,0,95,0,2295,fraude
0.0,0.0,0.0,0,0,1,30,0,111,suspeito
-8.64,8.64,0.000921,0,0,0,88,3,3229,fraude
-0.91,0.91,0.000129,1,1,0,88,3,3229,fraude
-44.55,44.55,0.005639,1,0,0,85,0,975,suspeito
0.0,0.0,0.0,0,0,0,30,0,111,seguro
0.0,0.0,0.0,1,1,0,40,3,78,fraude
